---- PEOPLE ----
('Ngpsk', 'Kgfgyiymqjv', 'MT', 'Las Vegas'),
(728, 'Srqkeisvr'),
(271, 'Iswxssf'),
(904, 'Kmutfuq'),
(309, 'Ipn'),
(436, 'Vraipj'),
(587, 'Ozryhu'),
(400, 'Fhlk'),
(105, 'Hfoi'),
(792, 'Kvtuflwy'),
(941, 'Pwfsvrbvsawd'),
(786, 'Inbybhsxndm'),
(58, 'Bj'),
(182, 'Dng'),
(283, 'Yook'),
(710, 'Ogypwswxitcig'),
(93, 'Thqmzwzefx'),
(980, 'Yaxtvyuwyq'),
(226, 'Hfoeehailyhhp'),
(895, 'Kpphiyapknblv'),
(70, 'Xve'),
(398, 'Euwgfkmudp'),
(775, 'Bbmjwt'),
(508, 'Ewycio'),
(215, 'Dytt'),
(691, 'Qrifpnt'),
(461, 'Qgqtvivy'),
(75, 'Cmahvnmkdffae'),
(113, 'Rvgztn'),
(891, 'Fuomidahp'),
(674, 'Yzidiuzizhmq'),
(17, 'Cw'),
(457, 'Ivemufusxembh'),
(76, 'Dxx'),
(876, 'Ajkdb'),
(370, 'Cvlthvckg'),
(677, 'Wqjocw'),
(415, 'Shwpjgxpospxw'),
(142, 'Oshtjsovj'),
(638, 'Vmtbiuihdsjbl'),
(830, 'Lm'),
(574, 'Hxhvxhuykhhh'),
(824, 'Mesqindglhbzi'),
(75, 'Piiew'),
(627, 'Wnczjqxcl'),
(476, 'Yi'),
(628, 'Krarea'),
(815, 'Wwuszjf'),
(904, 'Mvsghkgaknmkb'),
(122, 'Wojfp'),
(366, 'Fntahivjcoe'),
(433, 'Brtjrhihrcplp'),
(309, 'Uzfwj'),
(50, 'Br'),
(583, 'Doygpwzfsvi'),
(380, 'Gvqvocj'),
(398, 'Itod'),
(422, 'Zukjuestyf'),
(250, 'Dlfplz'),
(619, 'Vt'),
(628, 'Zvdexupfxga'),
(762, 'Iajzqempo'),
(306, 'Jvr'),
(283, 'Kqpqtt'),
(631, 'Jerrphvptt'),
(791, 'Ui'),
(996, 'Iilpipdueagd'),
(178, 'Ngmbivicxzzur'),
(365, 'Xxplsauhlymet'),
(10, 'Leebrtxbdha'),
(846, 'Hobabdjrffsmd'),
(59, 'Cnefcgzmyqcbr'),
(285, 'Jqoudf'),
(309, 'Vzilmhnba'),
(360, 'Jl'),
(201, 'Fqdijsdrfle'),
(23, 'Lilvwbamvad'),
(916, 'Dbpvixkxko'),
(972, 'Lpddy'),
(562, 'Amhquetgnrd'),
(420, 'Okfxm'),
(486, 'Ueacpx'),
(492, 'Epsrvbbkiybw'),
(304, 'Bikwphogkow'),
(76, 'Pgfhz'),
(594, 'Mmzreuy'),
(827, 'Kdhtcpupyynbh'),
(518, 'Pvdn'),
(376, 'Fwdffub'),
(562, 'Ntjubguyotd'),
(713, 'Oi'),
(421, 'Qv'),
(624, 'Zucxokdk'),
(307, 'Ubgyohmktqf'),
(163, 'Kkahaqwc'),
(801, 'Gminq'),
(757, 'Rkex'),
(733, 'Ofcost'),
(888, 'Fmjaty'),
(842, 'Crfzyvljp'),
(760, 'Bjmdnqw'),
(457, 'Ks'),
(489, 'Nmgumxm'),
(638, 'Lomkxlz'),
(311, 'Dypzvqxz'),
(215, 'Obk'),
(495, 'Uklflvs'),
(523, 'Eclhcqrutp'),
(933, 'Xb'),
(436, 'Vfjppvafmhzt'),
(28, 'Aocitidgagu'),
(695, 'Vrpp'),
(127, 'Bndeb'),
(498, 'Zlq'),
(338, 'Dgrxknz'),
(340, 'Mry'),
(452, 'Ngrw'),
(974, 'Ylncvjaxbd'),
(987, 'Edrvx'),
(854, 'Df'),
(85, 'Vtfcniez'),
(477, 'Ehfrd'),
(714, 'Pt'),
(839, 'Teena'),
(142, 'Jrk'),
(314, 'Uvctduv'),
(872, 'Olwpghpbijgd'),
(514, 'Kfuvbgjvw'),
(913, 'Ypzrulktczem'),
(334, 'Svkrctwbrjl'),
(579, 'Yoyli'),
(589, 'Bfuva'),
(523, 'Cpzhoznmuyw'),
(408, 'Rrflzhm'),
(456, 'Ihahgakdtgd'),
(92, 'Nqeqix'),
(215, 'Ebzpxpldmxven'),
(607, 'Eaqggbojtxuip'),
(404, 'Ysxgfvzk'),
(483, 'Hskik'),
(187, 'Vprfwjuox'),
(608, 'Nkzglviiniibr'),
(997, 'Jxptj'),
(989, 'Kvtqoqyjle'),
(259, 'Onydodq'),
(113, 'Xci'),
(125, 'Uhxouxhtkne'),
(498, 'Uqhpahffgshla'),
(308, 'Bsfyaqw'),
(312, 'Ufpy'),
(650, 'Axyv'),
(734, 'Tfrclev'),
(818, 'Cayhlcpvov'),
(395, 'Bucbk'),
(979, 'Tmdswdvtpf'),
(725, 'Gxhfanrufrul'),
(815, 'Sahdreapzus'),
(837, 'Oleqzzum'),
(215, 'Dvjbu'),
(678, 'Ikf'),
(834, 'Yxejuoqazfdvu'),
(610, 'Mg'),
(571, 'Hezxczko'),
(321, 'Tut'),
(161, 'Vymmruqk'),
(602, 'Kbr'),
(808, 'Lek'),
(313, 'Guvrx'),
(153, 'Qqzwtzhje'),
(38, 'Xhvdlccdhka'),
(813, 'Qbmhpdktuz'),
(828, 'Imlwyrjk'),
(472, 'Xkog'),
(750, 'Hivdbpcnreqz'),
(390, 'Fmhxjwbqpm'),
(242, 'Jaqn'),
(870, 'Nyjqwwnr'),
(68, 'Jjtvqgyapt'),
(926, 'Yjabou'),
(288, 'Zcunrzdjzcz'),
(121, 'Wdjcky'),
(358, 'Gogwd'),
(43, 'Fiaoqersa'),
(385, 'Ivlmzvwqraoq'),
(2, 'Tdnusmystcv'),
(395, 'Wcbnmvwngx'),
(445, 'Belyjvqrgfu'),
(356, 'Uaupallf'),
(104, 'Iwd'),
(275, 'Zxzjeacon'),
(832, 'Gwvhte'),
(884, 'Gofgsq'),
(338, 'Zavw'),
(24, 'Qsfmh'),
(742, 'Gmnzop'),
(946, 'Vpsqghvnxaoq'),
(452, 'Ojeqwnoy'),
(135, 'Avnrg'),
(402, 'Mgkimtjxhenzl'),
(807, 'Ecap'),
(136, 'Tvirdbiqltsjo'),
(457, 'Wgrmsh'),
(351, 'Chk'),
(964, 'Ekgdipyp'),
(14, 'Qudj'),
(334, 'Dshszedrylma'),
(844, 'Jiagojqguq'),
(391, 'Avasz'),
(553, 'Egh'),
(187, 'Uzpidqavf'),
(591, 'Ujztpsohmlh'),
(623, 'Qctuscjrobrk'),
(637, 'Vtmrpheisdo'),
(863, 'Xanyfcqqrbiu'),
(496, 'Owsgshcwq'),
(103, 'Wxxrmjnyveb'),
(911, 'Mjrf'),
(87, 'Lzjt'),
(459, 'Mcdpefkf'),
(459, 'Yixysu'),
(372, 'Uxwwfwjf'),
(513, 'Fri'),
(789, 'Kskgbdzxhq'),
(211, 'Rhwcj'),
(160, 'Wmck'),
(924, 'Dhjvibnqijtak'),
(933, 'In'),
(624, 'Efclfmtqxjbmf'),
(662, 'Wvosiyho'),
(742, 'Laup'),
(295, 'Ftovljs'),
(362, 'Shwlfm'),
(469, 'Qkoivss'),
(281, 'Pobtqw'),
(827, 'Lhmrcuusxt'),
(310, 'Tabyyibk'),
(844, 'Rttfcv'),
(835, 'Bzyffipiubjx'),
(388, 'Oihmqc'),
(954, 'Uapadenaz'),
(591, 'Eigl'),
(191, 'Fpve'),
(481, 'Nrfikhzdyx'),
(291, 'Iuqgtww'),
(601, 'Vyuadfrse'),
(688, 'Lp'),
(537, 'Eopdpy'),
(367, 'Ognwdccrzql'),
(497, 'Wwbda'),
(89, 'Acphc'),
(432, 'Ggs'),
(993, 'Vikaqqmn'),
(944, 'Zyqfd'),
(37, 'Eyrascmgrsv'),
(359, 'Bnumlpi'),
(405, 'Wuqqy'),
(452, 'Enymtbjohe'),
(945, 'Ef'),
(385, 'Toispou'),
(277, 'Viknixrykcb'),
(880, 'Cnvnihgfy'),
(345, 'Oa'),
(801, 'Njrtzgg'),
(379, 'Sheyzldilsx'),
(855, 'Fzcpyewm'),
(273, 'Nadleehqwvfqy'),
(233, 'Slukmxnhbor'),
(415, 'Mf'),
(409, 'Gqnesteniudq'),
(704, 'Ixgr'),
(471, 'Yasja'),
(795, 'Efykqscj'),
(260, 'Okdbxyml'),
(765, 'Eeinynrcnbs'),
(38, 'Flddp'),
(251, 'Efq'),
(898, 'Wmhcbri'),
(954, 'Prgtermhyn'),
(665, 'Jjkykoz'),
(900, 'Cnemilawz'),
(11, 'Ma'),
(957, 'Fjagamxczzbv'),
(389, 'Crnc'),
(393, 'Pqomf'),
(657, 'Qbicnm'),
(120, 'Tbad'),
(378, 'Etbzto'),
(503, 'Bz'),
(415, 'Gzquf'),
(6, 'Dygzdavy'),
(10, 'Yancblxljnvfm'),
(603, 'Mxpqlylq'),
(693, 'Rkhuuf'),
(778, 'Hlmpmyxu'),
(345, 'Gte'),
(435, 'Pegoqumnzi'),
(419, 'Rofls'),
(844, 'Gujukrh'),
(712, 'Umhbwiw'),
(12, 'Tsp'),
(545, 'Eknlbnstwz'),
(757, 'Wquamjecdqt'),
(774, 'Splmeni'),
(487, 'Oqggshgnu'),
(310, 'Yrym'),
(550, 'Wt'),
(739, 'Tqjhsfxnty'),
(540, 'Fsow'),
(932, 'Yylwqi'),
(727, 'Lfyb'),
(118, 'Jr'),
(836, 'Yqszlpgfo'),
(467, 'Kvxmfld'),
(823, 'Ggegclff'),
(781, 'Tyml'),
(277, 'Gfciowyqe'),
(459, 'Aesfbbd'),
(467, 'Cqxci'),
(877, 'Nugpdr'),
(287, 'Kgti'),
(739, 'Yghskql'),
(617, 'Cz'),
(84, 'Eybeovdgbzrhp'),
(673, 'Rraude'),
(449, 'Bkpxiafivmqb'),
(929, 'Nadgbcto'),
(75, 'Hmzzxvenvt')
---- LISTITEMS ----
(347, 621, 8, 4),
(257, 930, 9, 6),
(112, 94, 14, 5),
(228, 224, 10, 7),
(542, 393, 12, 10),
(61, 627, 15, 8),
(920, 668, 9, 2),
(604, 388, 12, 6),
(238, 189, 3, 2),
(796, 721, 12, 10),
(347, 742, 13, 9),
(880, 320, 13, 5),
(315, 879, 10, 8),
(966, 465, 14, 10),
(996, 144, 10, 6),
(538, 141, 8, 1),
(102, 815, 18, 10),
(754, 312, 9, 8),
(134, 884, 16, 7),
(208, 773, 8, 7),
(892, 893, 9, 2),
(766, 432, 6, 5),
(848, 105, 12, 4),
(370, 989, 9, 8),
(58, 731, 12, 10),
(439, 8, 12, 7),
(732, 987, 4, 2),
(611, 813, 12, 10),
(921, 819, 11, 2),
(668, 260, 17, 9),
(336, 342, 12, 4),
(603, 611, 13, 7),
(473, 771, 10, 3),
(987, 440, 6, 4),
(185, 239, 13, 6),
(806, 509, 10, 8),
(908, 933, 7, 4),
(683, 498, 12, 9),
(113, 520, 19, 10),
(703, 961, 4, 1),
(713, 603, 3, 2),
(612, 802, 14, 6),
(818, 740, 11, 7),
(807, 587, 10, 8),
(415, 975, 8, 6),
(136, 370, 11, 3),
(12, 947, 13, 5),
(668, 255, 9, 5),
(667, 717, 11, 8),
(903, 11, 7, 3),
(288, 922, 8, 1),
(704, 544, 2, 1),
(306, 2, 13, 4),
(194, 852, 2, 1),
(536, 366, 6, 6),
(970, 30, 9, 7),
(760, 749, 8, 1),
(754, 109, 14, 8),
(730, 842, 11, 3),
(65, 438, 11, 9),
(818, 884, 9, 5),
(279, 940, 11, 8),
(829, 919, 9, 2),
(741, 788, 14, 9),
(949, 588, 6, 2),
(629, 475, 15, 6),
(969, 72, 11, 2),
(455, 195, 10, 4),
(397, 282, 1, 1),
(117, 266, 13, 4),
(320, 330, 17, 8),
(598, 854, 6, 3),
(812, 670, 17, 10),
(557, 167, 8, 5),
(865, 611, 14, 7),
(958, 468, 5, 1),
(924, 138, 4, 4),
(396, 40, 11, 10),
(530, 276, 8, 7),
(892, 949, 11, 5),
(295, 17, 17, 10),
(585, 401, 5, 1),
(920, 295, 18, 10),
(312, 956, 15, 8),
(435, 872, 10, 6),
(355, 674, 4, 3),
(215, 984, 13, 8),
(143, 228, 18, 9),
(21, 956, 11, 7),
(421, 166, 16, 9),
(782, 614, 16, 7),
(163, 248, 12, 9),
(309, 971, 12, 5),
(141, 944, 14, 6),
(703, 963, 9, 9),
(653, 152, 11, 3),
(711, 832, 11, 5),
(73, 22, 6, 1),
(494, 329, 6, 4),
(824, 53, 1, 1),
(817, 312, 16, 10),
(694, 221, 8, 3),
(612, 752, 9, 7),
(868, 44, 9, 7),
(636, 559, 3, 2),
(636, 882, 15, 8),
(931, 426, 8, 1),
(815, 110, 9, 2),
(966, 278, 9, 5),
(801, 472, 12, 10),
(463, 507, 8, 3),
(532, 109, 13, 5),
(830, 258, 8, 8),
(415, 220, 13, 10),
(236, 800, 6, 4),
(362, 75, 15, 9),
(455, 225, 4, 1),
(582, 369, 11, 2),
(887, 498, 10, 2),
(960, 902, 10, 9),
(978, 220, 6, 2),
(630, 123, 17, 9),
(944, 890, 6, 1),
(939, 258, 8, 7),
(887, 617, 9, 4),
(946, 452, 6, 3),
(93, 189, 6, 4),
(52, 592, 5, 3),
(606, 50, 5, 3),
(232, 125, 4, 4),
(408, 57, 17, 10),
(890, 810, 14, 5),
(747, 587, 11, 8),
(193, 544, 8, 5),
(377, 196, 8, 3),
(352, 99, 7, 1),
(493, 634, 4, 1),
(117, 169, 12, 9),
(760, 105, 16, 8),
(291, 620, 8, 6),
(898, 560, 5, 3),
(649, 849, 16, 7),
(450, 609, 15, 8),
(719, 363, 16, 7),
(650, 666, 16, 7),
(231, 326, 10, 10),
(222, 810, 8, 1),
(819, 207, 5, 4),
(784, 200, 5, 1),
(446, 71, 13, 5),
(57, 265, 7, 5),
(396, 516, 13, 9),
(180, 718, 9, 7),
(146, 533, 14, 10),
(996, 289, 10, 5),
(31, 180, 4, 2),
(625, 331, 8, 1),
(493, 789, 13, 5),
(835, 146, 3, 2),
(867, 939, 10, 4),
(423, 223, 11, 2),
(260, 302, 9, 6),
(351, 543, 10, 10),
(720, 59, 11, 2),
(470, 661, 15, 6),
(63, 604, 12, 6),
(2, 539, 6, 4),
(736, 804, 5, 1),
(755, 87, 5, 2),
(839, 673, 9, 4),
(231, 489, 4, 1),
(165, 746, 7, 7),
(898, 40, 15, 6),
(85, 460, 10, 5),
(322, 745, 8, 6),
(137, 152, 13, 4),
(68, 105, 7, 3),
(25, 120, 11, 10),
(342, 755, 15, 10),
(398, 122, 8, 3),
(699, 633, 13, 8),
(863, 164, 12, 8),
(515, 741, 15, 8),
(93, 371, 2, 1),
(747, 318, 11, 4),
(164, 927, 8, 2),
(370, 342, 13, 7),
(787, 337, 10, 4),
(394, 552, 6, 3),
(534, 551, 10, 9),
(370, 713, 12, 9),
(206, 722, 12, 4),
(257, 349, 13, 9),
(609, 304, 12, 10),
(976, 470, 12, 3),
(719, 221, 14, 5),
(830, 743, 4, 4),
(662, 644, 9, 5),
(989, 795, 16, 7),
(192, 855, 6, 5),
(807, 247, 1, 1),
(727, 498, 5, 1),
(518, 749, 11, 3),
(642, 282, 11, 3),
(861, 989, 8, 5),
(736, 338, 13, 10),
(539, 296, 12, 5),
(149, 129, 7, 3),
(832, 881, 18, 10),
(673, 859, 13, 7),
(92, 604, 10, 8),
(426, 778, 11, 6),
(876, 327, 9, 3),
(569, 330, 18, 9),
(512, 4, 11, 8),
(527, 580, 8, 4),
(30, 148, 14, 5),
(279, 951, 15, 10),
(633, 198, 4, 4),
(770, 839, 10, 5),
(238, 333, 6, 1),
(940, 31, 14, 5),
(976, 825, 14, 10),
(782, 814, 11, 6),
(434, 517, 10, 1),
(587, 678, 11, 2),
(731, 22, 5, 5),
(892, 947, 12, 3),
(445, 268, 12, 3),
(851, 110, 11, 4),
(180, 477, 5, 5),
(579, 226, 14, 6),
(308, 200, 12, 10),
(23, 796, 14, 8),
(401, 773, 15, 9),
(670, 346, 10, 4),
(738, 173, 10, 4),
(569, 374, 12, 5),
(269, 579, 9, 6),
(212, 36, 15, 6),
(957, 905, 12, 6),
(117, 286, 15, 9),
(49, 791, 12, 4),
(390, 205, 10, 8),
(313, 733, 8, 3),
(228, 582, 12, 9),
(877, 92, 8, 5),
(299, 22, 7, 2),
(889, 3, 2, 1),
(370, 974, 5, 2),
(855, 340, 8, 6),
(141, 506, 10, 1),
(305, 537, 14, 7),
(518, 316, 7, 3),
(600, 147, 10, 6),
(523, 895, 2, 2),
(185, 227, 13, 5),
(698, 122, 16, 8),
(459, 791, 6, 3),
(296, 490, 17, 9),
(649, 751, 6, 5),
(79, 439, 10, 6),
(940, 161, 12, 6),
(850, 504, 15, 10),
(488, 158, 14, 6),
(411, 502, 10, 9),
(585, 123, 9, 9),
(686, 361, 10, 2),
(798, 118, 14, 10),
(829, 39, 14, 8),
(652, 839, 11, 7),
(852, 360, 3, 3),
(718, 643, 9, 3),
(219, 657, 8, 6),
(763, 22, 6, 3),
(737, 807, 12, 3),
(832, 827, 12, 6),
(820, 288, 12, 3),
(587, 27, 7, 7),
(334, 241, 5, 3),
(947, 578, 14, 9),
(182, 343, 18, 10),
(78, 103, 8, 1),
(973, 82, 11, 9),
(932, 940, 11, 4),
(755, 146, 14, 7),
(681, 527, 10, 6),
(312, 610, 12, 6),
(682, 789, 14, 7),
(494, 278, 9, 5),
(234, 134, 6, 4),
(635, 237, 9, 6),
(697, 697, 17, 9),
(668, 255, 12, 9),
(690, 409, 13, 10),
(594, 268, 13, 9),
(218, 871, 13, 8),
(336, 693, 7, 2),
(788, 603, 12, 7),
(887, 974, 8, 8),
(949, 539, 10, 6),
(663, 540, 9, 4),
(992, 807, 10, 6),
(245, 969, 7, 2),
(837, 947, 6, 5),
(342, 379, 12, 10),
(799, 686, 13, 7),
(425, 186, 11, 10),
(370, 219, 11, 4),
(165, 982, 10, 5),
(84, 323, 4, 3),
(877, 666, 4, 3),
(677, 926, 9, 5),
(68, 676, 7, 7),
(797, 666, 7, 2),
(953, 753, 5, 4),
(106, 545, 9, 5),
(156, 177, 6, 2),
(972, 568, 5, 2),
(758, 474, 9, 2),
(348, 407, 6, 2),
(191, 462, 6, 1),
(726, 350, 3, 3),
(372, 190, 15, 6),
(900, 493, 17, 8),
(540, 502, 8, 7),
(675, 235, 5, 5),
(947, 89, 7, 1),
(634, 273, 5, 5),
(381, 278, 9, 1),
(199, 181, 12, 8),
(958, 585, 8, 1),
(860, 967, 13, 6),
(885, 351, 12, 8),
(315, 364, 4, 1),
(301, 426, 13, 4),
(988, 622, 7, 5),
(911, 102, 16, 7),
(941, 411, 13, 8),
(81, 725, 15, 7),
(934, 810, 14, 8),
(617, 219, 12, 8),
(988, 744, 5, 5),
(555, 653, 14, 6),
(531, 940, 5, 1),
(301, 802, 19, 10),
(970, 892, 13, 8),
(642, 380, 6, 2),
(788, 901, 3, 1),
(421, 816, 18, 10),
(706, 295, 6, 2),
(845, 189, 10, 5),
(989, 982, 19, 10),
(376, 115, 15, 10),
(987, 466, 11, 5),
(249, 716, 13, 8),
(578, 767, 7, 4),
(557, 473, 7, 3),
(2, 481, 7, 3),
(544, 578, 10, 2),
(917, 396, 10, 7),
(137, 75, 2, 1),
(849, 60, 9, 3),
(434, 681, 11, 6),
(711, 60, 16, 8),
(805, 486, 4, 2),
(852, 535, 10, 6),
(575, 882, 18, 9),
(789, 634, 15, 10),
(238, 525, 12, 5),
(284, 607, 15, 9),
(284, 989, 15, 6),
(228, 587, 7, 2),
(833, 937, 15, 10),
(748, 571, 10, 10),
(140, 211, 6, 3),
(118, 352, 9, 8),
(427, 609, 8, 1),
(188, 669, 7, 4),
(741, 611, 16, 7),
(780, 570, 11, 6),
(366, 693, 11, 3),
(260, 622, 8, 6),
(452, 811, 3, 2),
(733, 948, 13, 7),
(440, 834, 8, 4),
(148, 373, 7, 7),
(769, 474, 12, 3),
(590, 651, 8, 6),
(408, 118, 3, 2),
(437, 21, 9, 4),
(638, 998, 10, 9),
(496, 157, 4, 1),
(576, 519, 17, 10),
(233, 251, 6, 3),
(258, 685, 6, 4),
(211, 278, 12, 8),
(323, 462, 10, 2),
(91, 705, 14, 7),
(179, 22, 9, 1),
(451, 90, 12, 8),
(182, 258, 6, 4),
(374, 651, 10, 8),
(579, 964, 7, 7),
(819, 185, 6, 2),
(801, 186, 15, 9),
(146, 27, 8, 8),
(60, 775, 10, 8),
(715, 138, 6, 1),
(680, 737, 18, 10),
(347, 200, 16, 7),
(940, 965, 6, 1),
(790, 247, 12, 3),
(735, 959, 7, 6),
(583, 377, 17, 8),
(311, 391, 8, 8),
(972, 133, 1, 1),
(486, 590, 13, 8),
(483, 335, 15, 6),
(197, 676, 12, 10),
(945, 958, 6, 6),
(629, 5, 7, 4),
(607, 366, 17, 10),
(297, 992, 16, 9),
(200, 251, 7, 4),
(961, 744, 14, 8),
(117, 895, 7, 6),
(251, 327, 12, 9),
(906, 253, 11, 3),
(42, 232, 16, 7),
(749, 586, 18, 10),
(379, 418, 5, 4),
(96, 682, 8, 8),
(513, 177, 8, 7),
(316, 144, 14, 5),
(177, 596, 5, 4),
(989, 4, 10, 4),
(484, 136, 9, 2),
(515, 931, 13, 4),
(727, 981, 17, 8),
(329, 445, 12, 7),
(64, 389, 5, 3),
(130, 43, 9, 5),
(877, 388, 13, 5),
(283, 199, 10, 3),
(517, 58, 2, 2),
(898, 549, 12, 5),
(374, 31, 9, 6),
(882, 29, 5, 5),
(440, 67, 2, 1),
(971, 476, 10, 7),
(627, 471, 3, 3),
(512, 88, 4, 3),
(539, 796, 16, 10),
(991, 495, 7, 7),
(691, 71, 17, 9),
(408, 437, 10, 4),
(731, 428, 11, 10),
(907, 295, 16, 8),
(584, 438, 10, 10),
(423, 171, 10, 5),
(275, 982, 10, 5),
(633, 447, 3, 2),
(692, 121, 18, 9),
(69, 756, 8, 2),
(290, 159, 9, 2),
(894, 812, 2, 1),
(711, 492, 8, 3),
(346, 428, 8, 5),
(51, 614, 10, 3),
(803, 428, 9, 4),
(529, 303, 5, 1),
(418, 603, 4, 1),
(98, 753, 6, 1),
(837, 980, 18, 9),
(382, 308, 11, 4),
(16, 893, 8, 8),
(9, 589, 13, 9),
(384, 632, 3, 1),
(239, 123, 7, 2),
(98, 176, 11, 8),
(789, 87, 13, 7),
(545, 242, 10, 3),
(554, 871, 14, 8),
(980, 478, 5, 1),
(233, 866, 5, 4),
(131, 45, 17, 10),
(825, 551, 15, 8),
(426, 711, 11, 3),
(35, 515, 9, 4),
(715, 277, 5, 3),
(405, 283, 3, 2),
(340, 658, 11, 9),
(672, 651, 14, 10),
(361, 323, 7, 7),
(354, 428, 14, 6),
(576, 339, 13, 9),
(390, 114, 8, 3),
(131, 868, 4, 4),
(569, 553, 4, 2),
(364, 216, 15, 7),
(629, 992, 8, 7),
(86, 30, 17, 9),
(278, 183, 5, 3),
(935, 389, 12, 4),
(972, 783, 2, 2),
(524, 991, 9, 7),
(398, 187, 13, 9),
(168, 564, 3, 1),
(591, 918, 8, 5),
(925, 95, 18, 10),
(264, 681, 8, 8),
(767, 700, 4, 3),
(133, 169, 19, 10),
(812, 401, 14, 7),
(180, 891, 12, 6),
(846, 162, 9, 8),
(109, 154, 11, 10),
(679, 88, 5, 3),
(466, 297, 12, 10),
(436, 614, 15, 6),
(676, 563, 7, 3),
(205, 362, 4, 2),
(530, 59, 8, 1),
(368, 680, 10, 3),
(845, 942, 14, 6),
(45, 607, 13, 5),
(231, 258, 9, 1),
(655, 461, 6, 3),
(994, 986, 13, 10),
(896, 186, 7, 3),
(13, 908, 17, 10),
(790, 356, 9, 3),
(150, 295, 9, 8),
(302, 240, 9, 6),
(542, 564, 10, 5),
(84, 483, 10, 6),
(859, 307, 19, 10),
(481, 99, 5, 1),
(901, 121, 4, 4),
(37, 633, 5, 5),
(503, 422, 12, 4),
(437, 432, 12, 6),
(407, 963, 17, 9),
(347, 236, 13, 9),
(301, 449, 8, 6),
(75, 909, 17, 8),
(170, 782, 10, 7),
(444, 135, 10, 1),
(747, 321, 12, 6),
(501, 971, 11, 10),
(60, 585, 2, 2),
(557, 497, 7, 4),
(763, 16, 19, 10),
(354, 449, 17, 8),
(841, 512, 7, 2),
(384, 270, 7, 5),
(766, 374, 2, 1),
(384, 752, 11, 7),
(417, 342, 13, 7),
(170, 230, 11, 3),
(539, 822, 15, 9),
(287, 899, 13, 5),
(186, 887, 9, 3),
(536, 128, 13, 10),
(3, 988, 12, 5),
(624, 859, 12, 7),
(511, 176, 6, 3),
(646, 985, 9, 6),
(848, 666, 17, 9),
(788, 663, 13, 9),
(396, 138, 13, 7),
(571, 252, 5, 2),
(596, 37, 9, 9),
(466, 85, 12, 9),
(166, 496, 14, 6),
(405, 354, 8, 8),
(458, 690, 8, 5),
(890, 591, 15, 6),
(855, 22, 10, 6),
(415, 511, 13, 8),
(55, 411, 15, 8),
(288, 291, 16, 9),
(527, 554, 3, 3),
(740, 683, 11, 2),
(730, 506, 11, 5),
(888, 204, 10, 10),
(138, 90, 10, 10),
(947, 299, 18, 10),
(608, 438, 7, 1),
(486, 779, 11, 2),
(785, 107, 1, 1),
(745, 174, 13, 8),
(376, 488, 9, 5),
(182, 29, 4, 1),
(226, 477, 12, 7),
(268, 989, 8, 8),
(391, 847, 14, 8),
(125, 220, 10, 5),
(815, 360, 3, 2),
(357, 186, 11, 9),
(614, 42, 18, 9),
(980, 271, 8, 5),
(204, 345, 12, 6),
(375, 318, 10, 6),
(322, 130, 14, 5),
(275, 298, 12, 10),
(265, 622, 10, 9),
(759, 840, 8, 1),
(111, 543, 6, 4),
(774, 136, 2, 2),
(56, 358, 8, 5),
(680, 901, 6, 3),
(689, 986, 13, 6),
(210, 119, 10, 2),
(631, 718, 9, 2),
(410, 978, 11, 2),
(821, 639, 18, 10),
(211, 784, 4, 3),
(204, 263, 9, 2),
(68, 644, 7, 3),
(839, 747, 5, 4),
(129, 780, 14, 7),
(993, 574, 6, 6),
(378, 306, 7, 3),
(996, 457, 18, 9),
(481, 13, 10, 1),
(602, 783, 5, 2),
(791, 949, 5, 2),
(77, 718, 12, 8),
(631, 540, 7, 4),
(111, 629, 3, 3),
(683, 524, 12, 4),
(371, 312, 4, 4),
(829, 157, 7, 7),
(279, 701, 7, 4),
(33, 338, 2, 2),
(370, 824, 18, 9),
(416, 548, 7, 3),
(728, 354, 9, 7),
(429, 365, 7, 1),
(441, 600, 5, 3),
(787, 348, 11, 9),
(798, 998, 12, 8),
(397, 565, 7, 6),
(711, 758, 13, 7),
(626, 587, 2, 1),
(518, 572, 3, 3),
(413, 315, 15, 6),
(811, 708, 14, 6),
(396, 33, 10, 4),
(322, 759, 16, 8),
(507, 406, 11, 2),
(703, 267, 11, 9),
(976, 516, 11, 4),
(634, 913, 5, 2),
(601, 892, 12, 10),
(44, 159, 13, 8),
(288, 705, 9, 1),
(228, 324, 9, 1),
(855, 845, 17, 8),
(204, 563, 12, 4),
(351, 21, 11, 8),
(845, 396, 12, 8),
(5, 572, 11, 10),
(822, 171, 10, 9),
(770, 164, 14, 10),
(817, 11, 15, 8),
(823, 556, 16, 10),
(96, 245, 13, 6),
(290, 902, 5, 5),
(442, 76, 9, 8),
(942, 801, 10, 9),
(528, 105, 14, 6),
(502, 238, 10, 2),
(604, 228, 16, 10),
(204, 982, 13, 8),
(980, 886, 10, 3),
(191, 709, 5, 4),
(219, 727, 10, 9),
(394, 464, 14, 6),
(151, 160, 3, 2),
(716, 762, 6, 3),
(609, 762, 9, 7),
(394, 264, 7, 5),
(727, 700, 3, 2),
(800, 26, 12, 7),
(178, 20, 17, 10),
(852, 494, 12, 10),
(61, 989, 12, 7),
(1, 279, 11, 4),
(748, 756, 9, 6),
(963, 333, 14, 9),
(867, 322, 14, 7),
(621, 859, 9, 1),
(165, 113, 8, 1),
(112, 681, 5, 3),
(622, 974, 4, 1),
